Source,Destination,Time
192.168.0.213,192.168.0.237,17-11-2019 14:40
192.168.0.213,192.168.1.10,17-11-2019 14:44
192.168.0.214,192.168.1.11,17-11-2019 14:48
192.168.0.215,192.168.1.7,17-11-2019 14:52
192.168.0.215,192.168.1.11,17-11-2019 14:56
192.168.0.215,192.168.1.10,17-11-2019 15:00
192.168.0.216,192.168.1.12,17-11-2019 15:04
192.168.0.217,192.168.1.13,17-11-2019 15:08
192.168.0.218,192.168.0.152,17-11-2019 15:12
192.168.0.218,192.168.1.13,17-11-2019 15:16
192.168.0.218,192.168.1.14,17-11-2019 15:20
192.168.0.219,192.168.0.118,17-11-2019 15:24
192.168.0.219,192.168.1.15,17-11-2019 15:28
192.168.0.219,192.168.1.16,17-11-2019 15:32
192.168.0.219,192.168.1.17,17-11-2019 15:36
192.168.0.219,192.168.1.18,17-11-2019 15:40
192.168.0.219,192.168.1.19,17-11-2019 15:44
192.168.0.219,192.168.1.20,17-11-2019 15:48
192.168.0.219,192.168.1.21,17-11-2019 15:52
192.168.0.219,192.168.1.22,17-11-2019 15:56
192.168.0.219,192.168.1.23,17-11-2019 16:00
192.168.0.219,192.168.1.24,17-11-2019 16:04
192.168.0.219,192.168.1.25,17-11-2019 16:08
192.168.0.219,192.168.1.26,17-11-2019 16:12
192.168.0.219,192.168.1.27,17-11-2019 16:16
192.168.0.219,192.168.1.28,17-11-2019 16:20
192.168.0.219,192.168.1.29,17-11-2019 16:24
192.168.0.219,192.168.1.30,17-11-2019 16:28
192.168.0.220,192.168.1.31,17-11-2019 16:32
192.168.0.220,192.168.0.80,17-11-2019 16:36
192.168.0.220,192.168.1.32,17-11-2019 16:40
192.168.0.220,192.168.1.33,17-11-2019 16:44
192.168.0.221,192.168.1.34,17-11-2019 16:48
192.168.0.222,192.168.0.5,17-11-2019 16:52
192.168.0.223,192.168.0.38,17-11-2019 16:56
192.168.0.224,192.168.0.31,17-11-2019 17:00
192.168.0.224,192.168.1.35,17-11-2019 17:04
192.168.0.224,192.168.0.38,17-11-2019 17:08
192.168.0.225,192.168.1.36,17-11-2019 17:12
192.168.0.226,192.168.1.37,17-11-2019 17:16
192.168.0.227,192.168.1.38,17-11-2019 17:20
192.168.0.228,192.168.1.39,17-11-2019 17:24
192.168.0.229,192.168.0.224,17-11-2019 17:28
192.168.0.230,192.168.1.40,17-11-2019 17:32
192.168.0.231,192.168.1.40,17-11-2019 17:36
192.168.0.232,192.168.0.115,17-11-2019 17:40
192.168.0.233,192.168.0.96,17-11-2019 17:44
192.168.0.234,192.168.0.96,17-11-2019 17:48
192.168.0.235,192.168.1.41,17-11-2019 17:52
192.168.0.236,192.168.1.42,17-11-2019 17:56
192.168.0.237,192.168.1.43,17-11-2019 18:00
192.168.0.238,192.168.0.77,17-11-2019 18:04
192.168.0.239,192.168.1.44,17-11-2019 18:08
192.168.0.240,192.168.1.45,17-11-2019 18:12
192.168.0.241,192.168.1.46,17-11-2019 18:16
192.168.0.241,192.168.0.137,17-11-2019 18:20
192.168.0.241,192.168.1.47,17-11-2019 18:24
192.168.0.241,192.168.1.48,17-11-2019 18:28
192.168.0.241,192.168.1.27,17-11-2019 18:32
192.168.0.242,192.168.0.172,17-11-2019 18:36
192.168.0.242,192.168.1.49,17-11-2019 18:40
192.168.0.243,192.168.0.154,17-11-2019 18:44
192.168.0.243,192.168.0.74,17-11-2019 18:48
192.168.0.244,192.168.1.50,17-11-2019 18:52
192.168.0.244,192.168.1.51,17-11-2019 18:56
192.168.0.244,192.168.1.52,17-11-2019 19:00
192.168.0.245,192.168.0.111,17-11-2019 19:04
192.168.0.246,192.168.1.53,17-11-2019 19:08
192.168.0.246,192.168.0.231,17-11-2019 19:12
192.168.0.247,192.168.1.54,17-11-2019 19:16
192.168.0.248,192.168.0.203,17-11-2019 19:20
192.168.0.248,192.168.1.55,17-11-2019 19:24
192.168.0.249,192.168.0.42,17-11-2019 19:28
192.168.0.250,192.168.1.41,17-11-2019 19:32
192.168.0.251,192.168.0.224,17-11-2019 19:36
192.168.0.252,192.168.1.56,17-11-2019 19:40
192.168.0.252,192.168.1.57,17-11-2019 19:44
192.168.0.253,192.168.1.14,17-11-2019 19:48
192.168.0.254,192.168.0.137,17-11-2019 19:52
192.168.0.255,192.168.0.160,17-11-2019 19:56
192.168.1.0,192.168.1.58,17-11-2019 20:00
192.168.1.1,192.168.1.59,17-11-2019 20:04
192.168.1.2,192.168.1.60,17-11-2019 20:08
192.168.1.3,192.168.0.151,17-11-2019 20:12
192.168.1.4,192.168.1.61,17-11-2019 20:16
192.168.1.5,192.168.0.113,17-11-2019 20:20
192.168.1.6,192.168.1.62,17-11-2019 20:24
192.168.1.7,192.168.1.6,17-11-2019 20:28
192.168.1.7,192.168.1.25,17-11-2019 20:32
192.168.1.8,192.168.1.63,17-11-2019 20:36
192.168.1.9,192.168.1.64,17-11-2019 20:40
192.168.1.10,192.168.1.65,17-11-2019 20:44
192.168.1.10,192.168.1.66,17-11-2019 20:48
192.168.1.11,192.168.1.67,17-11-2019 20:52
192.168.1.12,192.168.0.145,17-11-2019 20:56
192.168.1.12,192.168.0.239,17-11-2019 21:00
192.168.1.13,192.168.0.205,17-11-2019 21:04
192.168.1.14,192.168.1.68,17-11-2019 21:08
192.168.1.15,192.168.0.46,17-11-2019 21:12
192.168.1.16,192.168.1.69,17-11-2019 21:16
192.168.1.17,192.168.0.45,17-11-2019 21:20
192.168.1.18,192.168.0.110,17-11-2019 21:24
192.168.1.19,192.168.0.224,17-11-2019 21:28
192.168.1.20,192.168.1.70,17-11-2019 21:32
192.168.1.20,192.168.1.39,17-11-2019 21:36
192.168.1.20,192.168.1.71,17-11-2019 21:40
192.168.1.20,192.168.1.72,17-11-2019 21:44
192.168.1.20,192.168.1.73,17-11-2019 21:48
192.168.1.20,192.168.1.74,17-11-2019 21:52
192.168.1.20,192.168.0.46,17-11-2019 21:56
192.168.1.21,192.168.0.94,17-11-2019 22:00
192.168.1.22,192.168.0.165,17-11-2019 22:04
192.168.1.23,192.168.1.75,17-11-2019 22:08
192.168.1.24,192.168.0.62,17-11-2019 22:12
192.168.1.25,192.168.0.32,17-11-2019 22:16
192.168.1.26,192.168.1.76,17-11-2019 22:20
192.168.1.26,192.168.0.250,17-11-2019 22:24
192.168.1.27,192.168.0.100,17-11-2019 22:28
192.168.1.27,192.168.0.228,17-11-2019 22:32
192.168.1.28,192.168.0.35,17-11-2019 22:36
192.168.1.29,192.168.0.23,17-11-2019 22:40
192.168.1.30,192.168.0.23,17-11-2019 22:44
192.168.1.31,192.168.1.77,17-11-2019 22:48
192.168.1.32,192.168.0.35,17-11-2019 22:52
192.168.1.33,192.168.0.224,17-11-2019 22:56
192.168.1.34,192.168.1.78,17-11-2019 23:00
192.168.1.34,192.168.1.77,17-11-2019 23:04
192.168.1.34,192.168.1.79,17-11-2019 23:08
192.168.1.34,192.168.1.80,17-11-2019 23:12
192.168.1.34,192.168.0.76,17-11-2019 23:16
192.168.1.34,192.168.0.45,17-11-2019 23:20
192.168.1.34,192.168.1.81,17-11-2019 23:24
192.168.1.35,192.168.1.82,17-11-2019 23:28
192.168.1.36,192.168.1.83,17-11-2019 23:32
192.168.1.37,192.168.0.247,17-11-2019 23:36
192.168.1.37,192.168.1.0,17-11-2019 23:40
192.168.1.38,192.168.0.174,17-11-2019 23:44
192.168.1.39,192.168.1.84,17-11-2019 23:48
192.168.1.40,192.168.1.84,17-11-2019 23:52
192.168.1.40,192.168.0.106,17-11-2019 23:56
192.168.1.41,192.168.1.84,18-11-2019 00:00
192.168.1.42,192.168.0.29,18-11-2019 00:04
192.168.1.42,192.168.0.76,18-11-2019 00:08
192.168.1.43,192.168.0.25,18-11-2019 00:12
192.168.1.44,192.168.0.254,18-11-2019 00:16
192.168.1.45,192.168.0.49,18-11-2019 00:20
192.168.1.46,192.168.0.103,18-11-2019 00:24
192.168.1.46,192.168.0.106,18-11-2019 00:28
192.168.1.46,192.168.0.107,18-11-2019 00:32
192.168.1.47,192.168.0.77,18-11-2019 00:36
192.168.1.47,192.168.1.57,18-11-2019 00:40
192.168.1.47,192.168.1.85,18-11-2019 00:44
192.168.1.47,192.168.0.22,18-11-2019 00:48
192.168.1.48,192.168.1.56,18-11-2019 00:52
192.168.1.48,192.168.0.13,18-11-2019 00:56
192.168.1.49,192.168.0.42,18-11-2019 01:00
192.168.1.50,192.168.0.180,18-11-2019 01:04
192.168.1.51,192.168.1.86,18-11-2019 01:08
192.168.1.52,192.168.0.16,18-11-2019 01:12
192.168.1.53,192.168.1.87,18-11-2019 01:16
192.168.1.54,192.168.0.160,18-11-2019 01:20
192.168.1.55,192.168.1.88,18-11-2019 01:24
192.168.1.56,192.168.0.168,18-11-2019 01:28
192.168.1.56,192.168.1.89,18-11-2019 01:32
192.168.1.57,192.168.1.86,18-11-2019 01:36
192.168.1.58,192.168.1.90,18-11-2019 01:40
192.168.1.58,192.168.1.91,18-11-2019 01:44
192.168.1.59,192.168.0.70,18-11-2019 01:48
192.168.1.60,192.168.0.216,18-11-2019 01:52
192.168.1.61,192.168.1.36,18-11-2019 01:56
192.168.1.62,192.168.0.81,18-11-2019 02:00
192.168.1.63,192.168.0.10,18-11-2019 02:04
192.168.1.64,192.168.1.44,18-11-2019 02:08
192.168.1.65,192.168.1.75,18-11-2019 02:12
192.168.1.66,192.168.1.92,18-11-2019 02:16
192.168.1.67,192.168.1.43,18-11-2019 02:20
192.168.1.68,192.168.1.93,18-11-2019 02:24
192.168.1.69,192.168.0.66,18-11-2019 02:28
192.168.1.69,192.168.0.64,18-11-2019 02:32
192.168.1.70,192.168.1.12,18-11-2019 02:36
192.168.1.71,192.168.0.68,18-11-2019 02:40
192.168.1.72,192.168.0.247,18-11-2019 02:44
192.168.1.73,192.168.0.135,18-11-2019 02:48
192.168.1.74,192.168.1.1,18-11-2019 02:52
192.168.1.74,192.168.0.38,18-11-2019 02:56
192.168.1.75,192.168.0.38,18-11-2019 03:00
192.168.1.76,192.168.1.94,18-11-2019 03:04
192.168.1.76,192.168.1.95,18-11-2019 03:08
192.168.1.76,192.168.0.116,18-11-2019 03:12
192.168.1.76,192.168.1.96,18-11-2019 03:16
192.168.1.77,192.168.0.240,18-11-2019 03:20
192.168.1.77,192.168.1.65,18-11-2019 03:24
192.168.1.78,192.168.0.39,18-11-2019 03:28
192.168.1.78,192.168.0.150,18-11-2019 03:32
192.168.1.79,192.168.0.39,18-11-2019 03:36
192.168.1.79,192.168.1.97,18-11-2019 03:40
192.168.1.79,192.168.1.65,18-11-2019 03:44
192.168.1.79,192.168.1.98,18-11-2019 03:48
192.168.1.79,192.168.1.99,18-11-2019 03:52
192.168.1.79,192.168.1.100,18-11-2019 03:56
192.168.1.79,192.168.0.45,18-11-2019 04:00
192.168.1.79,192.168.1.101,18-11-2019 04:04
192.168.1.79,192.168.0.3,18-11-2019 04:08
192.168.1.80,192.168.0.66,18-11-2019 04:12
192.168.1.81,192.168.0.13,18-11-2019 04:16
192.168.1.81,192.168.0.24,18-11-2019 04:20
192.168.1.82,192.168.0.160,18-11-2019 04:24
192.168.1.83,192.168.0.160,18-11-2019 04:28
192.168.1.84,192.168.1.102,18-11-2019 04:32
192.168.1.85,192.168.1.103,18-11-2019 04:36
192.168.1.86,192.168.1.43,18-11-2019 04:40
192.168.1.86,192.168.0.110,18-11-2019 04:44
192.168.1.86,192.168.1.104,18-11-2019 04:48
192.168.1.86,192.168.0.38,18-11-2019 04:52
192.168.1.87,192.168.1.105,18-11-2019 04:56
192.168.1.87,192.168.1.106,18-11-2019 05:00
192.168.1.87,192.168.1.58,18-11-2019 05:04
192.168.1.87,192.168.1.107,18-11-2019 05:08
192.168.1.87,192.168.1.108,18-11-2019 05:12
192.168.1.88,192.168.1.109,18-11-2019 05:16
192.168.1.88,192.168.1.110,18-11-2019 05:20
192.168.1.88,192.168.1.83,18-11-2019 05:24
192.168.1.88,192.168.1.111,18-11-2019 05:28
192.168.1.89,192.168.0.94,18-11-2019 05:32
192.168.1.90,192.168.0.51,18-11-2019 05:36
192.168.1.91,192.168.0.67,18-11-2019 05:40
192.168.1.92,192.168.1.33,18-11-2019 05:44
192.168.1.93,192.168.1.112,18-11-2019 05:48
192.168.1.94,192.168.1.113,18-11-2019 05:52
192.168.1.94,192.168.0.128,18-11-2019 05:56
192.168.1.94,192.168.1.64,18-11-2019 06:00
192.168.1.94,192.168.1.114,18-11-2019 06:04
192.168.1.95,192.168.1.115,18-11-2019 06:08
192.168.1.95,192.168.1.45,18-11-2019 06:12
192.168.1.95,192.168.1.116,18-11-2019 06:16
192.168.1.96,192.168.1.117,18-11-2019 06:20
192.168.1.97,192.168.1.118,18-11-2019 06:24
192.168.1.97,192.168.1.119,18-11-2019 06:28
192.168.1.98,192.168.0.161,18-11-2019 06:32
192.168.1.99,192.168.0.78,18-11-2019 06:36
192.168.1.99,192.168.0.186,18-11-2019 06:40
192.168.1.99,192.168.1.120,18-11-2019 06:44
192.168.1.99,192.168.0.13,18-11-2019 06:48
192.168.1.99,192.168.0.79,18-11-2019 06:52
192.168.1.99,192.168.0.22,18-11-2019 06:56
192.168.1.99,192.168.1.121,18-11-2019 07:00
192.168.1.99,192.168.1.122,18-11-2019 07:04
192.168.1.99,192.168.0.161,18-11-2019 07:08
192.168.1.99,192.168.1.123,18-11-2019 07:12
192.168.1.99,192.168.0.205,18-11-2019 07:16
192.168.1.100,192.168.1.9,18-11-2019 07:20
192.168.1.100,192.168.1.124,18-11-2019 07:24
192.168.1.101,192.168.0.216,18-11-2019 07:28
192.168.1.102,192.168.1.22,18-11-2019 07:32
192.168.1.103,192.168.0.23,18-11-2019 07:36
192.168.1.104,192.168.0.13,18-11-2019 07:40
192.168.1.104,192.168.0.18,18-11-2019 07:44
192.168.1.105,192.168.0.219,18-11-2019 07:48
192.168.1.105,192.168.0.114,18-11-2019 07:52
192.168.1.105,192.168.1.62,18-11-2019 07:56
192.168.1.106,192.168.0.60,18-11-2019 08:00
192.168.1.106,192.168.1.125,18-11-2019 08:04
192.168.1.106,192.168.0.108,18-11-2019 08:08
192.168.1.107,192.168.0.151,18-11-2019 08:12
192.168.1.108,192.168.0.42,18-11-2019 08:16
192.168.1.108,192.168.1.126,18-11-2019 08:20
192.168.1.109,192.168.0.35,18-11-2019 08:24
192.168.1.110,192.168.0.250,18-11-2019 08:28
192.168.1.111,192.168.0.86,18-11-2019 08:32
192.168.1.112,192.168.0.210,18-11-2019 08:36
192.168.1.113,192.168.1.127,18-11-2019 08:40
192.168.1.113,192.168.0.210,18-11-2019 08:44
192.168.1.113,192.168.1.128,18-11-2019 08:48
192.168.1.114,192.168.1.129,18-11-2019 08:52
192.168.1.114,192.168.1.130,18-11-2019 08:56
192.168.1.115,192.168.1.44,18-11-2019 09:00
192.168.1.116,192.168.1.131,18-11-2019 09:04
192.168.1.117,192.168.0.32,18-11-2019 09:08
192.168.1.118,192.168.1.25,18-11-2019 09:12
192.168.1.119,192.168.0.59,18-11-2019 09:16
192.168.1.120,192.168.0.87,18-11-2019 09:20
192.168.1.121,192.168.1.6,18-11-2019 09:24
192.168.1.122,192.168.1.132,18-11-2019 09:28
192.168.1.123,192.168.1.133,18-11-2019 09:32
192.168.1.124,192.168.1.134,18-11-2019 09:36
192.168.1.124,192.168.0.85,18-11-2019 09:40
192.168.1.124,192.168.0.157,18-11-2019 09:44
192.168.1.124,192.168.1.135,18-11-2019 09:48
192.168.1.124,192.168.1.136,18-11-2019 09:52
192.168.1.124,192.168.1.137,18-11-2019 09:56
192.168.1.125,192.168.1.134,18-11-2019 10:00
192.168.1.126,192.168.1.135,18-11-2019 10:04
192.168.1.127,192.168.0.82,18-11-2019 10:08
192.168.1.127,192.168.0.153,18-11-2019 10:12
192.168.1.127,192.168.1.86,18-11-2019 10:16
192.168.1.127,192.168.1.12,18-11-2019 10:20
192.168.1.127,192.168.1.5,18-11-2019 10:24
192.168.1.127,192.168.1.96,18-11-2019 10:28
192.168.1.128,192.168.1.115,18-11-2019 10:32
192.168.1.129,192.168.0.160,18-11-2019 10:36
192.168.1.130,192.168.0.235,18-11-2019 10:40
192.168.1.131,192.168.1.138,18-11-2019 10:44
192.168.1.132,192.168.0.180,18-11-2019 10:48
192.168.1.133,192.168.1.139,18-11-2019 10:52
192.168.1.134,192.168.0.205,18-11-2019 10:56
192.168.1.135,192.168.1.20,18-11-2019 11:00
192.168.1.135,192.168.1.140,18-11-2019 11:04
192.168.1.135,192.168.1.141,18-11-2019 11:08
192.168.1.136,192.168.1.140,18-11-2019 11:12
192.168.1.137,192.168.1.142,18-11-2019 11:16
192.168.1.138,192.168.1.143,18-11-2019 11:20
192.168.1.139,192.168.1.144,18-11-2019 11:24
192.168.1.139,192.168.0.92,18-11-2019 11:28
192.168.1.139,192.168.1.145,18-11-2019 11:32
192.168.1.139,192.168.0.187,18-11-2019 11:36
192.168.1.139,192.168.0.109,18-11-2019 11:40
192.168.1.140,192.168.0.152,18-11-2019 11:44
192.168.1.140,192.168.1.146,18-11-2019 11:48
192.168.1.140,192.168.0.187,18-11-2019 11:52
192.168.1.140,192.168.1.75,18-11-2019 11:56
192.168.1.141,192.168.0.137,18-11-2019 12:00
192.168.1.141,192.168.1.47,18-11-2019 12:04
192.168.1.142,192.168.0.231,18-11-2019 12:08
192.168.1.143,192.168.0.45,18-11-2019 12:12
192.168.1.143,192.168.1.147,18-11-2019 12:16
192.168.1.144,192.168.0.23,18-11-2019 12:20
192.168.1.145,192.168.1.148,18-11-2019 12:24
192.168.1.146,192.168.1.149,18-11-2019 12:28
192.168.1.147,192.168.1.150,18-11-2019 12:32
192.168.1.147,192.168.1.151,18-11-2019 12:36
192.168.1.147,192.168.0.188,18-11-2019 12:40
192.168.1.147,192.168.0.54,18-11-2019 12:44
192.168.1.147,192.168.0.168,18-11-2019 12:48
192.168.1.147,192.168.0.50,18-11-2019 12:52
192.168.1.147,192.168.1.152,18-11-2019 12:56
192.168.1.147,192.168.0.72,18-11-2019 13:00
192.168.1.147,192.168.1.148,18-11-2019 13:04
192.168.1.147,192.168.1.149,18-11-2019 13:08
192.168.1.148,192.168.1.153,18-11-2019 13:12
192.168.1.148,192.168.0.54,18-11-2019 13:16
192.168.1.148,192.168.0.168,18-11-2019 13:20
192.168.1.148,192.168.1.154,18-11-2019 13:24
192.168.1.149,192.168.1.61,18-11-2019 13:28
192.168.1.149,192.168.0.188,18-11-2019 13:32
192.168.1.149,192.168.0.119,18-11-2019 13:36
192.168.1.150,192.168.0.50,18-11-2019 13:40
192.168.1.151,192.168.0.152,18-11-2019 13:44
192.168.1.152,192.168.0.94,18-11-2019 13:48
192.168.1.153,192.168.1.155,18-11-2019 13:52
192.168.1.153,192.168.1.112,18-11-2019 13:56
192.168.1.153,192.168.1.17,18-11-2019 14:00
192.168.1.153,192.168.1.156,18-11-2019 14:04
192.168.1.154,192.168.1.157,18-11-2019 14:08
192.168.1.154,192.168.1.158,18-11-2019 14:12
192.168.1.154,192.168.1.159,18-11-2019 14:16
192.168.1.155,192.168.0.103,18-11-2019 14:20
192.168.1.155,192.168.0.105,18-11-2019 14:24
192.168.1.156,192.168.0.94,18-11-2019 14:28
192.168.1.156,192.168.0.217,18-11-2019 14:32
192.168.1.156,192.168.1.160,18-11-2019 14:36
192.168.1.156,192.168.1.161,18-11-2019 14:40
192.168.1.156,192.168.1.126,18-11-2019 14:44
192.168.1.156,192.168.1.162,18-11-2019 14:48
192.168.1.157,192.168.1.163,18-11-2019 14:52
192.168.1.157,192.168.1.131,18-11-2019 14:56
192.168.1.157,192.168.1.82,18-11-2019 15:00
192.168.1.157,192.168.1.164,18-11-2019 15:04
192.168.1.157,192.168.1.92,18-11-2019 15:08
192.168.1.157,192.168.1.63,18-11-2019 15:12
192.168.1.157,192.168.1.165,18-11-2019 15:16
192.168.1.158,192.168.1.150,18-11-2019 15:20
192.168.1.158,192.168.1.151,18-11-2019 15:24
192.168.1.159,192.168.1.33,18-11-2019 15:28
192.168.1.160,192.168.0.60,18-11-2019 15:32
192.168.1.161,192.168.0.78,18-11-2019 15:36
192.168.1.161,192.168.0.186,18-11-2019 15:40
192.168.1.162,192.168.0.43,18-11-2019 15:44
192.168.1.163,192.168.1.166,18-11-2019 15:48
192.168.1.163,192.168.1.167,18-11-2019 15:52
192.168.1.164,192.168.1.168,18-11-2019 15:56
192.168.1.165,192.168.1.168,18-11-2019 16:00
192.168.1.166,192.168.1.168,18-11-2019 16:04
192.168.1.167,192.168.0.80,18-11-2019 16:08
192.168.1.167,192.168.0.46,18-11-2019 16:12
192.168.1.168,192.168.0.42,18-11-2019 16:16
192.168.1.168,192.168.0.94,18-11-2019 16:20
192.168.1.168,192.168.1.169,18-11-2019 16:24
192.168.1.168,192.168.1.170,18-11-2019 16:28
192.168.1.168,192.168.1.171,18-11-2019 16:32
192.168.1.168,192.168.1.172,18-11-2019 16:36
192.168.1.168,192.168.0.217,18-11-2019 16:40
192.168.1.168,192.168.0.58,18-11-2019 16:44
192.168.1.168,192.168.1.173,18-11-2019 16:48
192.168.1.168,192.168.1.160,18-11-2019 16:52
192.168.1.168,192.168.0.95,18-11-2019 16:56
192.168.1.168,192.168.0.234,18-11-2019 17:00
192.168.1.168,192.168.1.174,18-11-2019 17:04
192.168.1.168,192.168.0.109,18-11-2019 17:08
192.168.1.168,192.168.1.162,18-11-2019 17:12
192.168.1.168,192.168.1.175,18-11-2019 17:16
192.168.1.168,192.168.1.60,18-11-2019 17:20
192.168.1.168,192.168.0.93,18-11-2019 17:24
192.168.1.169,192.168.1.141,18-11-2019 17:28
192.168.1.170,192.168.1.37,18-11-2019 17:32
192.168.1.171,192.168.1.176,18-11-2019 17:36
192.168.1.172,192.168.1.177,18-11-2019 17:40
192.168.1.173,192.168.1.178,18-11-2019 17:44
192.168.1.174,192.168.1.0,18-11-2019 17:48
192.168.1.175,192.168.0.32,18-11-2019 17:52
192.168.1.176,192.168.0.79,18-11-2019 17:56
192.168.1.177,192.168.1.179,18-11-2019 18:00
192.168.1.178,192.168.1.180,18-11-2019 18:04
192.168.1.178,192.168.0.38,18-11-2019 18:08
192.168.1.179,192.168.0.160,18-11-2019 18:12
192.168.1.180,192.168.1.148,18-11-2019 18:16
192.168.1.180,192.168.1.149,18-11-2019 18:20
192.168.1.181,192.168.0.86,18-11-2019 18:24
192.168.1.182,192.168.1.6,18-11-2019 18:28
192.168.1.182,192.168.0.13,18-11-2019 18:32
192.168.1.182,192.168.1.175,18-11-2019 18:36
192.168.1.183,192.168.0.180,18-11-2019 18:40
192.168.1.184,192.168.1.176,18-11-2019 18:44
192.168.1.184,192.168.0.184,18-11-2019 18:48
192.168.1.185,192.168.1.181,18-11-2019 18:52
192.168.1.186,192.168.0.224,18-11-2019 18:56
192.168.1.187,192.168.0.77,18-11-2019 19:00
192.168.1.188,192.168.0.77,18-11-2019 19:04
192.168.1.189,192.168.0.77,18-11-2019 19:08
192.168.1.190,192.168.0.93,18-11-2019 19:12
192.168.1.191,192.168.0.240,18-11-2019 19:16
192.168.1.192,192.168.0.94,18-11-2019 19:20
192.168.1.192,192.168.0.20,18-11-2019 19:24
192.168.1.193,192.168.1.182,18-11-2019 19:28
192.168.1.194,192.168.0.113,18-11-2019 19:32
192.168.1.195,192.168.1.183,18-11-2019 19:36
192.168.1.195,192.168.0.116,18-11-2019 19:40
192.168.1.195,192.168.1.184,18-11-2019 19:44
192.168.1.196,192.168.1.185,18-11-2019 19:48
192.168.1.197,192.168.1.185,18-11-2019 19:52
192.168.1.197,192.168.1.133,18-11-2019 19:56
192.168.1.198,192.168.1.185,18-11-2019 20:00
192.168.1.199,192.168.0.66,18-11-2019 20:04
192.168.1.200,192.168.0.180,18-11-2019 20:08
192.168.1.201,192.168.1.186,18-11-2019 20:12
192.168.1.202,192.168.0.76,18-11-2019 20:16
192.168.1.203,192.168.1.156,18-11-2019 20:20
192.168.1.204,192.168.1.131,18-11-2019 20:24
192.168.1.205,192.168.0.61,18-11-2019 20:28
192.168.1.206,192.168.0.61,18-11-2019 20:32
192.168.1.207,192.168.0.61,18-11-2019 20:36
192.168.1.208,192.168.0.250,18-11-2019 20:40
192.168.1.209,192.168.0.53,18-11-2019 20:44
192.168.1.209,192.168.1.52,18-11-2019 20:48
192.168.1.209,192.168.0.241,18-11-2019 20:52
192.168.1.210,192.168.0.28,18-11-2019 20:56
192.168.1.211,192.168.0.111,18-11-2019 21:00
192.168.1.212,192.168.1.5,18-11-2019 21:04
192.168.1.213,192.168.0.248,18-11-2019 21:08
192.168.1.213,192.168.0.43,18-11-2019 21:12
192.168.1.214,192.168.0.21,18-11-2019 21:16
192.168.1.215,192.168.0.188,18-11-2019 21:20
192.168.1.215,192.168.1.187,18-11-2019 21:24
192.168.1.215,192.168.1.188,18-11-2019 21:28
192.168.1.216,192.168.0.152,18-11-2019 21:32
192.168.1.217,192.168.1.189,18-11-2019 21:36
192.168.1.217,192.168.1.190,18-11-2019 21:40
192.168.1.217,192.168.1.132,18-11-2019 21:44
192.168.1.217,192.168.1.191,18-11-2019 21:48
192.168.1.217,192.168.1.192,18-11-2019 21:52
192.168.1.217,192.168.1.193,18-11-2019 21:56
192.168.1.217,192.168.0.218,18-11-2019 22:00
192.168.1.217,192.168.1.194,18-11-2019 22:04
192.168.1.217,192.168.0.116,18-11-2019 22:08
192.168.1.218,192.168.0.13,18-11-2019 22:12
192.168.1.219,192.168.1.153,18-11-2019 22:16
192.168.1.219,192.168.1.148,18-11-2019 22:20
192.168.1.220,192.168.0.152,18-11-2019 22:24
192.168.1.221,192.168.0.242,18-11-2019 22:28
192.168.1.222,192.168.0.160,18-11-2019 22:32
192.168.1.223,192.168.0.29,18-11-2019 22:36
192.168.1.224,192.168.1.131,18-11-2019 22:40
192.168.1.224,192.168.1.5,18-11-2019 22:44
192.168.1.225,192.168.1.178,18-11-2019 22:48
192.168.1.226,192.168.1.82,18-11-2019 22:52
192.168.1.227,192.168.0.152,18-11-2019 22:56
192.168.1.228,192.168.1.195,18-11-2019 23:00
192.168.1.229,192.168.0.28,18-11-2019 23:04
192.168.1.230,192.168.0.152,18-11-2019 23:08
192.168.1.231,192.168.1.190,18-11-2019 23:12
192.168.1.232,192.168.0.189,18-11-2019 23:16
192.168.1.233,192.168.1.196,18-11-2019 23:20
192.168.1.233,192.168.1.175,18-11-2019 23:24
192.168.1.234,192.168.1.194,18-11-2019 23:28
192.168.1.235,192.168.1.194,18-11-2019 23:32
192.168.1.236,192.168.0.49,18-11-2019 23:36
192.168.1.237,192.168.0.211,18-11-2019 23:40
192.168.1.238,192.168.0.12,18-11-2019 23:44
192.168.1.239,192.168.0.111,18-11-2019 23:48
192.168.1.240,192.168.1.197,18-11-2019 23:52
192.168.1.240,192.168.1.198,18-11-2019 23:56
192.168.1.240,192.168.0.27,19-11-2019 00:00
192.168.1.240,192.168.1.199,19-11-2019 00:04
192.168.1.240,192.168.0.42,19-11-2019 00:08
192.168.1.240,192.168.0.94,19-11-2019 00:12
192.168.1.240,192.168.1.126,19-11-2019 00:16
192.168.1.240,192.168.0.209,19-11-2019 00:20
192.168.1.240,192.168.1.30,19-11-2019 00:24
192.168.1.241,192.168.0.13,19-11-2019 00:28
192.168.1.242,192.168.0.18,19-11-2019 00:32
192.168.1.243,192.168.1.200,19-11-2019 00:36
192.168.1.244,192.168.1.201,19-11-2019 00:40
192.168.1.245,192.168.1.202,19-11-2019 00:44
192.168.1.245,192.168.1.203,19-11-2019 00:48
192.168.1.245,192.168.1.204,19-11-2019 00:52
192.168.1.245,192.168.1.201,19-11-2019 00:56
192.168.1.245,192.168.1.200,19-11-2019 01:00
192.168.1.246,192.168.1.87,19-11-2019 01:04
192.168.1.247,192.168.0.114,19-11-2019 01:08
